job_title,industry,company_size,salary,experience_years,education_level,skills_count,connections,data_source,date_updated
Technical Lead,Financial Services,11-50,136452,10,Bachelor,49,1801,linkedin,2025-07-18 00:52:04.496762
Engineering Director,Financial Services,11-50,126811,23,PhD,17,1081,linkedin,2025-09-12 00:52:04.496766
Senior Software Developer,Non-profit,51-200,46371,22,Certificate,39,2127,linkedin,2025-06-26 00:52:04.496770
ML Engineer,Technology,1001-5000,122882,12,Master,9,1626,linkedin,2025-08-28 00:52:04.496774
Lead Software Developer,Retail,1001-5000,106629,25,Certificate,22,4904,linkedin,2025-07-23 00:52:04.496778
CTO,Media & Communications,501-1000,105956,15,Bachelor,32,3690,linkedin,2025-06-26 00:52:04.496781
Platform Engineer,Real Estate,201-500,131951,10,PhD,15,4247,linkedin,2025-07-27 00:52:04.496785
Software Architect,Real Estate,1-10,53904,15,Bachelor,34,4394,linkedin,2025-09-07 00:52:04.496789
Software Developer,Energy,1001-5000,112464,3,Bachelor,11,1207,linkedin,2025-08-11 00:52:04.496793
Data Engineer,Media & Communications,5000+,164687,1,PhD,30,2535,linkedin,2025-09-01 00:52:04.496797
Senior Software Developer,Financial Services,1001-5000,159937,17,Certificate,24,4903,linkedin,2025-06-26 00:52:04.496801
Software Developer,Technology,51-200,137715,9,No Degree,9,547,linkedin,2025-06-25 00:52:04.496805
Software Developer,Energy,201-500,100854,6,Master,49,684,linkedin,2025-08-11 00:52:04.496809
Lead Software Developer,Non-profit,1-10,56615,10,No Degree,43,1803,linkedin,2025-09-15 00:52:04.496813
VP of Engineering,Energy,51-200,89573,2,PhD,10,1165,linkedin,2025-09-08 00:52:04.496817
CTO,Technology,1-10,115276,22,PhD,48,1795,linkedin,2025-09-08 00:52:04.496821
Engineering Director,Technology,51-200,75796,1,Master,10,3085,linkedin,2025-07-13 00:52:04.496825
CTO,Government,501-1000,82916,11,Bachelor,29,3501,linkedin,2025-09-16 00:52:04.496829
CTO,Manufacturing,5000+,142861,12,Bachelor,22,1050,linkedin,2025-08-15 00:52:04.496833
Software Architect,Government,51-200,86140,3,PhD,30,272,linkedin,2025-07-07 00:52:04.496837
Senior Software Developer,Retail,51-200,130457,24,Master,34,3984,linkedin,2025-09-11 00:52:04.496841
Lead Software Developer,Real Estate,1-10,68570,11,Master,39,3280,linkedin,2025-09-03 00:52:04.496845
Engineering Director,Financial Services,1-10,145754,4,Bachelor,50,3658,linkedin,2025-08-26 00:52:04.496848
CTO,Energy,5000+,111087,4,PhD,18,3129,linkedin,2025-07-01 00:52:04.496852
Technical Lead,Consulting,1-10,121493,2,Certificate,11,3555,linkedin,2025-08-07 00:52:04.496856
Platform Engineer,Technology,51-200,148739,23,Certificate,16,2701,linkedin,2025-08-04 00:52:04.496861
Senior Software Developer,Consulting,5000+,123153,23,Bachelor,36,1738,linkedin,2025-07-16 00:52:04.496864
Lead Software Developer,Financial Services,11-50,128888,1,Certificate,14,2737,linkedin,2025-09-13 00:52:04.496868
Platform Engineer,Government,51-200,75026,11,Master,24,263,linkedin,2025-07-09 00:52:04.496872
VP of Engineering,Government,1001-5000,114251,2,No Degree,32,4957,linkedin,2025-09-01 00:52:04.496876
Software Architect,Retail,5000+,125576,8,Certificate,7,912,linkedin,2025-06-23 00:52:04.496880
ML Engineer,Technology,1001-5000,148217,21,No Degree,41,2046,linkedin,2025-09-08 00:52:04.496884
Senior Software Developer,Non-profit,5000+,124965,23,PhD,8,310,linkedin,2025-07-03 00:52:04.496888
Platform Engineer,Non-profit,501-1000,77830,4,Master,44,3800,linkedin,2025-09-03 00:52:04.496892
Lead Software Developer,Non-profit,1001-5000,104311,23,Master,38,4366,linkedin,2025-07-22 00:52:04.496896
Site Reliability Engineer,Media & Communications,1-10,71718,11,No Degree,21,1328,linkedin,2025-08-03 00:52:04.496900
Platform Engineer,Media & Communications,11-50,121124,10,PhD,7,1317,linkedin,2025-07-28 00:52:04.496904
Technical Lead,Manufacturing,1001-5000,102556,6,Certificate,20,4462,linkedin,2025-07-24 00:52:04.496908
ML Engineer,Real Estate,5000+,112579,13,Certificate,22,4594,linkedin,2025-09-09 00:52:04.496911
Software Developer,Financial Services,51-200,183690,3,Master,41,1211,linkedin,2025-06-20 00:52:04.496915
Lead Software Developer,Education,5000+,94564,9,Master,6,3590,linkedin,2025-07-16 00:52:04.496919
CTO,Education,501-1000,127704,17,Master,47,3257,linkedin,2025-07-21 00:52:04.496923
Data Engineer,Education,1-10,74355,1,Certificate,5,4283,linkedin,2025-06-21 00:52:04.496927
Technical Lead,Healthcare,1-10,80367,17,No Degree,19,3036,linkedin,2025-09-07 00:52:04.496931
Site Reliability Engineer,Energy,5000+,72707,8,Master,11,3011,linkedin,2025-07-21 00:52:04.496935
Lead Software Developer,Non-profit,1-10,52943,18,Master,47,2139,linkedin,2025-07-24 00:52:04.496938
Senior Software Developer,Manufacturing,5000+,136379,23,Certificate,46,1443,linkedin,2025-09-15 00:52:04.496942
CTO,Financial Services,5000+,240533,5,No Degree,25,1059,linkedin,2025-06-23 00:52:04.496946
VP of Engineering,Healthcare,1001-5000,189797,13,Bachelor,48,4705,linkedin,2025-07-26 00:52:04.496950
VP of Engineering,Non-profit,5000+,77156,4,Bachelor,6,4643,linkedin,2025-08-14 00:52:04.496954
Platform Engineer,Technology,11-50,133412,20,Bachelor,41,1578,linkedin,2025-06-25 00:52:04.496958
Platform Engineer,Real Estate,201-500,124496,13,Certificate,18,3475,linkedin,2025-09-15 00:52:04.496962
VP of Engineering,Government,11-50,86755,7,Master,42,4978,linkedin,2025-06-27 00:52:04.496966
Software Developer,Retail,201-500,117528,13,Certificate,46,4140,linkedin,2025-07-25 00:52:04.496970
Site Reliability Engineer,Technology,51-200,63525,12,Bachelor,38,317,linkedin,2025-06-26 00:52:04.496973
Engineering Director,Technology,5000+,166181,2,No Degree,8,4592,linkedin,2025-08-21 00:52:04.496977
VP of Engineering,Technology,1001-5000,114162,20,Master,28,492,linkedin,2025-06-21 00:52:04.496981
ML Engineer,Energy,5000+,126263,17,Bachelor,27,3137,linkedin,2025-07-24 00:52:04.496985
Technical Lead,Media & Communications,5000+,165585,3,No Degree,41,2458,linkedin,2025-09-09 00:52:04.496989
Technical Lead,Healthcare,11-50,101224,14,Bachelor,30,494,linkedin,2025-08-01 00:52:04.496993
Site Reliability Engineer,Technology,11-50,143052,20,No Degree,44,446,linkedin,2025-07-23 00:52:04.496997
Senior Software Developer,Manufacturing,501-1000,123739,4,No Degree,12,2643,linkedin,2025-07-01 00:52:04.497001
Software Architect,Government,201-500,56464,16,No Degree,21,217,linkedin,2025-08-18 00:52:04.497005
Senior Software Developer,Healthcare,201-500,42507,15,PhD,41,866,linkedin,2025-09-02 00:52:04.497009
VP of Engineering,Education,201-500,86710,11,PhD,6,432,linkedin,2025-08-13 00:52:04.497013
CTO,Consulting,51-200,107903,21,Master,11,2823,linkedin,2025-07-22 00:52:04.497017
Platform Engineer,Retail,1001-5000,93336,5,Master,44,2739,linkedin,2025-09-11 00:52:04.497021
Data Engineer,Energy,11-50,49149,18,Certificate,7,1720,linkedin,2025-07-05 00:52:04.497025
Software Architect,Technology,201-500,110896,16,PhD,40,3617,linkedin,2025-07-23 00:52:04.497029
VP of Engineering,Retail,201-500,99418,12,Master,25,714,linkedin,2025-08-08 00:52:04.497033
Technical Lead,Consulting,1001-5000,172870,23,Certificate,23,1754,linkedin,2025-07-03 00:52:04.497037
CTO,Healthcare,1-10,87542,17,Bachelor,15,564,linkedin,2025-07-21 00:52:04.497040
Software Developer,Government,5000+,149174,23,Bachelor,18,4135,linkedin,2025-07-10 00:52:04.497044
Software Developer,Financial Services,1-10,78852,1,Master,45,1273,linkedin,2025-09-17 00:52:04.497048
Lead Software Developer,Government,5000+,129836,8,PhD,11,3417,linkedin,2025-09-16 00:52:04.497052
Platform Engineer,Non-profit,501-1000,80743,1,No Degree,34,2946,linkedin,2025-07-17 00:52:04.497056
Data Engineer,Energy,501-1000,133798,12,Bachelor,30,3365,linkedin,2025-09-07 00:52:04.497060
Software Developer,Non-profit,201-500,65167,13,PhD,24,2277,linkedin,2025-07-03 00:52:04.497064
Technical Lead,Technology,11-50,140929,19,PhD,47,3365,linkedin,2025-09-08 00:52:04.497068
Platform Engineer,Manufacturing,11-50,91810,5,Master,34,3736,linkedin,2025-09-01 00:52:04.497072
Senior Software Developer,Manufacturing,1-10,63090,11,PhD,46,408,linkedin,2025-08-27 00:52:04.497076
VP of Engineering,Energy,1-10,75771,24,Master,38,2576,linkedin,2025-07-27 00:52:04.497080
Site Reliability Engineer,Retail,51-200,89310,19,Master,10,4445,linkedin,2025-07-04 00:52:04.497084
VP of Engineering,Retail,501-1000,127941,17,Certificate,21,4819,linkedin,2025-08-21 00:52:04.497088
Platform Engineer,Consulting,501-1000,96451,15,PhD,27,1658,linkedin,2025-07-02 00:52:04.497092
Data Engineer,Financial Services,1-10,105619,6,Master,39,2508,linkedin,2025-07-08 00:52:04.497096
VP of Engineering,Education,1-10,66808,21,PhD,24,2189,linkedin,2025-08-20 00:52:04.497100
Site Reliability Engineer,Energy,5000+,134098,8,Certificate,19,3194,linkedin,2025-06-27 00:52:04.497104
Software Developer,Real Estate,501-1000,152387,2,No Degree,26,3691,linkedin,2025-08-05 00:52:04.497108
Site Reliability Engineer,Consulting,201-500,149665,20,PhD,33,3314,linkedin,2025-08-21 00:52:04.497112
Data Engineer,Financial Services,1001-5000,172576,7,PhD,16,4789,linkedin,2025-09-15 00:52:04.497116
Lead Software Developer,Technology,51-200,130190,19,Master,46,4091,linkedin,2025-07-11 00:52:04.497119
Lead Software Developer,Retail,5000+,142830,7,PhD,30,742,linkedin,2025-08-08 00:52:04.497123
Lead Software Developer,Financial Services,1-10,117127,25,Certificate,36,3403,linkedin,2025-09-17 00:52:04.497127
ML Engineer,Government,201-500,45443,2,Bachelor,6,3197,linkedin,2025-07-25 00:52:04.497131
Data Engineer,Retail,501-1000,105406,15,No Degree,48,1411,linkedin,2025-08-09 00:52:04.497135
Site Reliability Engineer,Healthcare,51-200,65719,14,PhD,40,1171,linkedin,2025-07-06 00:52:04.497139
Data Engineer,Consulting,5000+,210603,11,PhD,49,440,linkedin,2025-06-29 00:52:04.497143
Technical Lead,Real Estate,1001-5000,121621,10,PhD,6,2005,linkedin,2025-07-06 00:52:04.497147
VP of Engineering,Government,11-50,65093,17,Master,21,3188,linkedin,2025-07-30 00:52:04.497151
Software Developer,Non-profit,501-1000,97691,4,PhD,23,4450,linkedin,2025-07-29 00:52:04.497155
Lead Software Developer,Technology,501-1000,163847,23,Certificate,26,1944,linkedin,2025-08-25 00:52:04.497159
Data Engineer,Real Estate,1001-5000,88653,8,Bachelor,27,1749,linkedin,2025-09-15 00:52:04.497163
Software Developer,Education,201-500,82118,20,Bachelor,44,447,linkedin,2025-08-11 00:52:04.497167
Data Engineer,Energy,1001-5000,113151,16,No Degree,32,287,linkedin,2025-09-08 00:52:04.497171
Software Developer,Retail,501-1000,64280,23,Master,20,2370,linkedin,2025-08-08 00:52:04.497175
Lead Software Developer,Financial Services,501-1000,132057,17,Master,43,2160,linkedin,2025-08-04 00:52:04.497179
Senior Software Developer,Media & Communications,501-1000,108769,7,Master,36,4688,linkedin,2025-07-13 00:52:04.497183
Technical Lead,Financial Services,1001-5000,167931,16,PhD,14,2967,linkedin,2025-09-14 00:52:04.497187
Technical Lead,Education,11-50,43053,17,Master,7,1738,linkedin,2025-07-03 00:52:04.497191
Platform Engineer,Retail,1-10,97881,21,Bachelor,33,4264,linkedin,2025-07-25 00:52:04.497195
CTO,Education,5000+,103684,11,PhD,5,383,linkedin,2025-08-07 00:52:04.497198
Site Reliability Engineer,Consulting,51-200,115070,16,Certificate,50,588,linkedin,2025-06-26 00:52:04.497203
VP of Engineering,Consulting,5000+,175585,15,Master,18,3287,linkedin,2025-09-09 00:52:04.497206
Lead Software Developer,Media & Communications,51-200,76283,16,PhD,10,3018,linkedin,2025-09-06 00:52:04.497210
Site Reliability Engineer,Manufacturing,11-50,95254,5,No Degree,25,3677,linkedin,2025-07-26 00:52:04.497214
Senior Software Developer,Energy,1001-5000,112166,9,No Degree,49,1380,linkedin,2025-06-20 00:52:04.497218
Platform Engineer,Media & Communications,11-50,66335,14,PhD,39,2901,linkedin,2025-09-08 00:52:04.497222
Data Engineer,Education,11-50,78205,23,Certificate,48,3062,linkedin,2025-07-16 00:52:04.497226
Software Architect,Education,1-10,83473,25,Certificate,9,2233,linkedin,2025-07-29 00:52:04.497230
Senior Software Developer,Technology,201-500,160467,22,PhD,10,4978,linkedin,2025-07-31 00:52:04.497234
Software Developer,Media & Communications,1001-5000,151996,2,Bachelor,42,1370,linkedin,2025-08-07 00:52:04.497238
Platform Engineer,Manufacturing,501-1000,99162,7,PhD,43,3594,linkedin,2025-09-01 00:52:04.497242
Data Engineer,Education,11-50,41080,21,No Degree,35,4012,linkedin,2025-07-18 00:52:04.497246
Engineering Director,Manufacturing,51-200,130390,1,Master,19,2538,linkedin,2025-07-19 00:52:04.497249
Technical Lead,Financial Services,51-200,201312,4,Master,33,2332,linkedin,2025-06-25 00:52:04.497253
Lead Software Developer,Technology,501-1000,205360,21,Master,31,3016,linkedin,2025-06-27 00:52:04.497257
Engineering Director,Manufacturing,11-50,78322,19,Master,47,3183,linkedin,2025-07-18 00:52:04.497261
VP of Engineering,Retail,11-50,60819,15,PhD,21,2893,linkedin,2025-06-23 00:52:04.497265
Software Developer,Media & Communications,11-50,62721,25,PhD,42,4279,linkedin,2025-07-06 00:52:04.497269
ML Engineer,Consulting,201-500,72614,12,No Degree,27,2797,linkedin,2025-08-18 00:52:04.497273
Platform Engineer,Manufacturing,51-200,92449,21,Master,16,502,linkedin,2025-07-05 00:52:04.497277
CTO,Media & Communications,1-10,106507,11,PhD,21,4154,linkedin,2025-07-29 00:52:04.497281
Data Engineer,Retail,1001-5000,119126,23,Master,44,191,linkedin,2025-09-09 00:52:04.497285
Site Reliability Engineer,Government,1001-5000,106267,15,Certificate,49,1446,linkedin,2025-07-22 00:52:04.497289
Technical Lead,Technology,5000+,232360,8,No Degree,39,2812,linkedin,2025-08-30 00:52:04.497293
CTO,Government,1-10,54657,12,No Degree,19,2323,linkedin,2025-06-26 00:52:04.497297
Technical Lead,Real Estate,11-50,129009,1,Master,42,3918,linkedin,2025-08-18 00:52:04.497301
Engineering Director,Government,51-200,113849,9,Master,22,597,linkedin,2025-08-29 00:52:04.497305
Technical Lead,Non-profit,5000+,90048,18,Bachelor,24,3575,linkedin,2025-07-14 00:52:04.497309
VP of Engineering,Government,1001-5000,84534,24,No Degree,50,4670,linkedin,2025-06-28 00:52:04.497313
Software Developer,Non-profit,501-1000,93709,23,Certificate,30,1733,linkedin,2025-08-16 00:52:04.497317
Lead Software Developer,Real Estate,201-500,95420,6,PhD,33,3912,linkedin,2025-09-04 00:52:04.497321
Engineering Director,Financial Services,201-500,103998,18,Certificate,17,4035,linkedin,2025-07-11 00:52:04.497325
Engineering Director,Financial Services,201-500,193161,4,Certificate,15,632,linkedin,2025-07-17 00:52:04.497329
VP of Engineering,Consulting,201-500,163535,3,Master,38,4157,linkedin,2025-08-23 00:52:04.497333
Technical Lead,Financial Services,1-10,110536,23,Master,9,4762,linkedin,2025-06-21 00:52:04.497336
VP of Engineering,Financial Services,201-500,100110,14,Bachelor,32,1489,linkedin,2025-08-09 00:52:04.497340
Platform Engineer,Energy,1001-5000,85538,13,No Degree,39,4382,linkedin,2025-07-06 00:52:04.497344
Site Reliability Engineer,Real Estate,201-500,107301,16,Certificate,16,722,linkedin,2025-07-15 00:52:04.497348
Lead Software Developer,Healthcare,51-200,91440,15,No Degree,45,1585,linkedin,2025-09-01 00:52:04.497352
CTO,Media & Communications,201-500,95588,21,No Degree,32,3704,linkedin,2025-09-12 00:52:04.497356
CTO,Real Estate,1-10,95417,13,Certificate,10,2292,linkedin,2025-07-13 00:52:04.497360
ML Engineer,Real Estate,51-200,112413,15,No Degree,14,2835,linkedin,2025-07-21 00:52:04.497363
Engineering Director,Government,1001-5000,132840,6,Master,25,1339,linkedin,2025-07-03 00:52:04.497367
Software Developer,Government,1-10,45742,20,Master,23,674,linkedin,2025-08-20 00:52:04.497371
Software Architect,Education,51-200,69479,11,PhD,13,2442,linkedin,2025-07-18 00:52:04.497375
Senior Software Developer,Financial Services,51-200,158236,11,No Degree,16,1580,linkedin,2025-09-09 00:52:04.497379
Senior Software Developer,Government,5000+,118318,19,PhD,10,3742,linkedin,2025-09-06 00:52:04.497383
Software Developer,Non-profit,201-500,101173,1,Certificate,34,3967,linkedin,2025-06-26 00:52:04.497387
Platform Engineer,Manufacturing,501-1000,125985,7,Bachelor,18,896,linkedin,2025-07-29 00:52:04.497391
Engineering Director,Media & Communications,11-50,125003,18,Master,17,3378,linkedin,2025-08-11 00:52:04.497395
Engineering Director,Healthcare,51-200,118607,1,Master,28,2105,linkedin,2025-08-17 00:52:04.497398
Site Reliability Engineer,Energy,1001-5000,156294,24,Master,10,370,linkedin,2025-09-05 00:52:04.497402
Engineering Director,Healthcare,51-200,96048,23,Certificate,33,2782,linkedin,2025-07-03 00:52:04.497406
Technical Lead,Financial Services,501-1000,160170,19,No Degree,27,4776,linkedin,2025-07-22 00:52:04.497410
Software Developer,Education,11-50,83977,4,Certificate,5,3052,linkedin,2025-07-25 00:52:04.497414
Platform Engineer,Government,1001-5000,138640,5,PhD,40,1707,linkedin,2025-08-25 00:52:04.497418
Senior Software Developer,Technology,51-200,146015,7,PhD,24,3138,linkedin,2025-07-30 00:52:04.497422
VP of Engineering,Consulting,5000+,156281,16,No Degree,37,4323,linkedin,2025-06-22 00:52:04.497426
VP of Engineering,Consulting,501-1000,183904,14,Master,31,2560,linkedin,2025-06-24 00:52:04.497430
Site Reliability Engineer,Media & Communications,51-200,42940,19,No Degree,12,348,linkedin,2025-06-25 00:52:04.497434
Software Architect,Manufacturing,5000+,85710,5,Certificate,33,1680,linkedin,2025-07-07 00:52:04.497438
Platform Engineer,Healthcare,1-10,97846,13,Bachelor,22,1251,linkedin,2025-07-05 00:52:04.497442
Lead Software Developer,Media & Communications,501-1000,114402,20,Master,9,833,linkedin,2025-07-01 00:52:04.497445
Technical Lead,Healthcare,201-500,132350,9,Master,46,2895,linkedin,2025-09-11 00:52:04.497449
ML Engineer,Manufacturing,1001-5000,125488,16,No Degree,15,589,linkedin,2025-07-06 00:52:04.497453
Site Reliability Engineer,Non-profit,11-50,68392,17,Certificate,13,1072,linkedin,2025-09-05 00:52:04.497457
Software Developer,Healthcare,11-50,74901,17,Master,42,4239,linkedin,2025-08-24 00:52:04.497461
ML Engineer,Non-profit,5000+,106378,2,Bachelor,28,121,linkedin,2025-06-24 00:52:04.497465
Engineering Director,Real Estate,501-1000,142340,12,PhD,36,3588,linkedin,2025-09-07 00:52:04.497469
Data Engineer,Manufacturing,5000+,173583,2,Certificate,37,382,linkedin,2025-08-18 00:52:04.497473
Technical Lead,Technology,1001-5000,241369,1,Bachelor,25,2312,linkedin,2025-07-26 00:52:04.497477
Software Developer,Government,1-10,64510,23,Master,12,2346,linkedin,2025-08-21 00:52:04.497481
VP of Engineering,Consulting,1-10,97445,12,Certificate,21,1705,linkedin,2025-08-25 00:52:04.497485
Site Reliability Engineer,Financial Services,1-10,65883,4,PhD,22,4804,linkedin,2025-08-06 00:52:04.497489
Platform Engineer,Non-profit,1001-5000,74964,21,No Degree,13,4834,linkedin,2025-09-07 00:52:04.497493
CTO,Real Estate,501-1000,108497,24,Bachelor,43,3204,linkedin,2025-06-30 00:52:04.497497
Software Developer,Real Estate,501-1000,143934,3,Master,29,2498,linkedin,2025-09-09 00:52:04.497501
Platform Engineer,Education,201-500,70830,11,No Degree,13,248,linkedin,2025-08-01 00:52:04.497504
Technical Lead,Non-profit,501-1000,95686,21,Master,30,305,linkedin,2025-07-07 00:52:04.497508
