company,job_title,location,salary,experience_years,company_rating,data_source,date_posted
Stripe,ML Engineer,"Denver, CO",169752,17,3.3,glassdoor,2024-10-18 00:52:04.461429
Meta,Product Manager,"New York, NY",174392,9,4.4,glassdoor,2024-12-23 00:52:04.461434
Meta,Frontend Engineer,"New York, NY",207954,20,4.9,glassdoor,2025-06-29 00:52:04.461438
Snowflake,Staff Software Engineer,Remote - US,118731,17,4.9,glassdoor,2025-07-19 00:52:04.461454
Netflix,ML Engineer,"New York, NY",244908,0,4.5,glassdoor,2025-02-18 00:52:04.461468
GitHub,Senior Data Scientist,"Denver, CO",121979,20,4.9,glassdoor,2025-04-30 00:52:04.461472
Meta,Product Manager,"Seattle, WA",183906,4,3.4,glassdoor,2024-11-08 00:52:04.461476
Oracle,Data Scientist,"London, UK",138448,18,4.2,glassdoor,2024-11-16 00:52:04.461479
Uber,Senior Product Manager,"Berlin, Germany",68479,0,3.7,glassdoor,2024-09-30 00:52:04.461483
Cisco,Full Stack Engineer,"New York, NY",106917,16,4.7,glassdoor,2025-01-20 00:52:04.461486
NVIDIA,DevOps Engineer,"New York, NY",157987,12,4.0,glassdoor,2025-07-09 00:52:04.461490
Netflix,Product Manager,"Austin, TX",195925,1,3.8,glassdoor,2025-09-10 00:52:04.461493
Airbnb,Frontend Engineer,"Austin, TX",187684,6,4.5,glassdoor,2025-08-15 00:52:04.461497
Netflix,Backend Engineer,"London, UK",132418,15,4.4,glassdoor,2025-01-26 00:52:04.461500
Uber,Frontend Engineer,"Chicago, IL",157559,1,4.2,glassdoor,2025-03-07 00:52:04.461504
AMD,ML Engineer,"Chicago, IL",107168,19,4.9,glassdoor,2024-11-29 00:52:04.461507
Oracle,Mobile Engineer,"Berlin, Germany",72989,1,4.0,glassdoor,2025-01-29 00:52:04.461511
Atlassian,Senior Software Engineer,"Austin, TX",148268,16,4.1,glassdoor,2025-08-28 00:52:04.461515
Adobe,Security Engineer,Remote - US,134299,20,4.9,glassdoor,2025-06-12 00:52:04.461518
Stripe,Backend Engineer,"Chicago, IL",103529,9,4.5,glassdoor,2025-04-24 00:52:04.461522
Atlassian,Senior Engineering Manager,"Chicago, IL",139893,9,4.2,glassdoor,2025-08-21 00:52:04.461525
NVIDIA,Mobile Engineer,"New York, NY",192933,14,4.7,glassdoor,2025-01-29 00:52:04.461536
Apple,Mobile Engineer,"Seattle, WA",171967,5,4.6,glassdoor,2024-09-26 00:52:04.461545
Adobe,Engineering Manager,"Chicago, IL",184536,13,3.6,glassdoor,2025-09-05 00:52:04.461550
Netflix,Backend Engineer,"London, UK",160205,6,4.8,glassdoor,2025-08-02 00:52:04.461554
Airbnb,ML Engineer,"Toronto, Canada",147719,20,4.8,glassdoor,2025-06-26 00:52:04.461557
NVIDIA,Principal Software Engineer,"Seattle, WA",229070,3,4.4,glassdoor,2024-10-28 00:52:04.461561
Databricks,Staff Software Engineer,Remote - US,154263,12,4.5,glassdoor,2024-12-30 00:52:04.461565
Oracle,Senior Engineering Manager,"Chicago, IL",107448,17,3.8,glassdoor,2025-06-22 00:52:04.461568
Snowflake,Engineering Manager,"New York, NY",295550,4,3.4,glassdoor,2024-09-18 00:52:04.461572
Microsoft,Frontend Engineer,"Boston, MA",161651,9,4.5,glassdoor,2025-02-01 00:52:04.461575
Stripe,Senior Engineering Manager,"Seattle, WA",181990,4,4.9,glassdoor,2025-09-16 00:52:04.461579
Oracle,Data Scientist,"San Francisco, CA",202586,14,4.0,glassdoor,2025-01-05 00:52:04.461583
Adobe,Software Engineer,"London, UK",40000,15,3.5,glassdoor,2024-11-20 00:52:04.461588
Intel,Full Stack Engineer,"Denver, CO",132813,13,3.9,glassdoor,2024-11-14 00:52:04.461592
Oracle,Software Engineer,"Austin, TX",58685,17,3.6,glassdoor,2024-10-31 00:52:04.461595
Adobe,Product Manager,"San Francisco, CA",150256,5,3.3,glassdoor,2024-10-18 00:52:04.461599
Databricks,Senior Software Engineer,"New York, NY",136898,1,4.3,glassdoor,2024-11-13 00:52:04.461620
Stripe,ML Engineer,"Seattle, WA",145663,1,3.2,glassdoor,2025-06-18 00:52:04.461626
Netflix,Senior Data Scientist,"London, UK",179649,19,4.1,glassdoor,2024-12-04 00:52:04.461630
Netflix,Backend Engineer,"Toronto, Canada",146846,18,3.7,glassdoor,2025-08-30 00:52:04.461634
Apple,Senior Data Scientist,"Los Angeles, CA",161678,11,4.8,glassdoor,2025-08-14 00:52:04.461637
Cisco,Frontend Engineer,Remote - US,117685,2,3.6,glassdoor,2025-07-11 00:52:04.461641
Amazon,Data Scientist,"Los Angeles, CA",166611,16,3.8,glassdoor,2025-06-02 00:52:04.461644
NVIDIA,Product Manager,"London, UK",98693,1,3.2,glassdoor,2024-10-30 00:52:04.461648
Spotify,Staff Software Engineer,"Denver, CO",120431,19,4.9,glassdoor,2024-09-21 00:52:04.461652
Stripe,Frontend Engineer,"London, UK",163194,10,3.5,glassdoor,2024-11-27 00:52:04.461656
Oracle,DevOps Engineer,"New York, NY",136268,19,4.1,glassdoor,2024-12-25 00:52:04.461659
AMD,Full Stack Engineer,"Denver, CO",74377,5,4.8,glassdoor,2025-05-21 00:52:04.461663
NVIDIA,Senior Data Scientist,"Austin, TX",98752,0,3.2,glassdoor,2025-01-22 00:52:04.461666
IBM,Principal Software Engineer,"Toronto, Canada",257430,6,4.6,glassdoor,2025-02-17 00:52:04.461670
GitHub,Senior Software Engineer,"Los Angeles, CA",147425,11,4.1,glassdoor,2024-10-26 00:52:04.461673
Tesla,Software Engineer,"Berlin, Germany",73258,6,4.4,glassdoor,2025-05-10 00:52:04.461676
VMware,Staff Software Engineer,"Boston, MA",150684,9,4.0,glassdoor,2025-04-05 00:52:04.461680
Cisco,Software Engineer,"Seattle, WA",109473,10,3.7,glassdoor,2024-11-30 00:52:04.461683
Oracle,Software Engineer,"New York, NY",178334,6,3.7,glassdoor,2025-03-28 00:52:04.461687
Intel,Full Stack Engineer,"Denver, CO",116249,1,4.3,glassdoor,2025-01-14 00:52:04.461690
Meta,Backend Engineer,Remote - US,187075,10,3.9,glassdoor,2025-02-18 00:52:04.461694
AMD,Senior Software Engineer,Remote - US,167159,9,4.1,glassdoor,2024-10-05 00:52:04.461697
Snowflake,Software Engineer,"Austin, TX",94298,18,4.4,glassdoor,2025-03-20 00:52:04.461701
Apple,Engineering Manager,"Boston, MA",226997,0,3.7,glassdoor,2025-03-09 00:52:04.461705
IBM,Senior Engineering Manager,"London, UK",93382,19,3.8,glassdoor,2024-11-17 00:52:04.461708
Amazon,Senior Data Scientist,"Toronto, Canada",138389,10,4.4,glassdoor,2025-05-01 00:52:04.461712
GitHub,Staff Software Engineer,"Denver, CO",160793,7,3.7,glassdoor,2025-04-16 00:52:04.461715
Tesla,Mobile Engineer,"Boston, MA",154645,5,3.2,glassdoor,2025-08-29 00:52:04.461718
Cisco,Product Manager,"Seattle, WA",141858,14,4.0,glassdoor,2025-01-13 00:52:04.461722
Spotify,Engineering Manager,"Austin, TX",196056,10,4.8,glassdoor,2024-12-23 00:52:04.461725
Stripe,ML Engineer,"New York, NY",208262,3,4.6,glassdoor,2024-12-27 00:52:04.461729
Intel,Engineering Manager,"Austin, TX",173689,1,3.9,glassdoor,2024-12-24 00:52:04.461732
Amazon,Software Engineer,"Boston, MA",70242,1,4.4,glassdoor,2024-11-17 00:52:04.461736
Apple,ML Engineer,"Denver, CO",178909,1,3.2,glassdoor,2024-10-15 00:52:04.461739
AMD,Senior Data Scientist,"San Francisco, CA",173226,18,4.5,glassdoor,2024-10-25 00:52:04.461743
Tesla,ML Engineer,"Austin, TX",161946,6,3.6,glassdoor,2024-12-19 00:52:04.461746
Snowflake,Backend Engineer,"Berlin, Germany",40000,3,3.5,glassdoor,2025-06-29 00:52:04.461750
Airbnb,Principal Software Engineer,"San Francisco, CA",500000,19,4.1,glassdoor,2025-07-27 00:52:04.461754
Tesla,DevOps Engineer,Remote - US,144354,10,3.5,glassdoor,2024-09-22 00:52:04.461757
VMware,Senior Data Scientist,"London, UK",118743,7,3.3,glassdoor,2025-04-11 00:52:04.461760
Oracle,ML Engineer,Remote - US,94091,14,3.1,glassdoor,2025-09-03 00:52:04.461764
Shopify,Senior Software Engineer,"Seattle, WA",183874,12,3.1,glassdoor,2025-02-11 00:52:04.461767
OpenAI,Senior Engineering Manager,"Toronto, Canada",85246,19,4.8,glassdoor,2024-10-30 00:52:04.461770
NVIDIA,Backend Engineer,"London, UK",85073,11,3.6,glassdoor,2025-06-08 00:52:04.461774
NVIDIA,Staff Software Engineer,"Denver, CO",224014,18,3.3,glassdoor,2024-09-25 00:52:04.461778
Atlassian,Principal Software Engineer,"Denver, CO",190448,9,4.4,glassdoor,2024-09-19 00:52:04.461783
Cisco,Backend Engineer,"Denver, CO",112696,7,4.9,glassdoor,2025-07-06 00:52:04.461786
Oracle,Data Scientist,"Los Angeles, CA",137359,12,3.4,glassdoor,2024-10-12 00:52:04.461790
Snowflake,ML Engineer,"Denver, CO",118706,15,3.1,glassdoor,2025-01-17 00:52:04.461794
Amazon,DevOps Engineer,"Denver, CO",144623,14,4.7,glassdoor,2025-04-26 00:52:04.461798
Cisco,DevOps Engineer,"London, UK",104294,18,3.3,glassdoor,2025-07-27 00:52:04.461802
OpenAI,Principal Software Engineer,"Los Angeles, CA",293175,17,4.3,glassdoor,2025-04-16 00:52:04.461805
Adobe,Backend Engineer,"Chicago, IL",106755,18,3.8,glassdoor,2024-11-04 00:52:04.461808
Uber,Senior Engineering Manager,"Denver, CO",134812,12,3.1,glassdoor,2025-06-03 00:52:04.461812
NVIDIA,Frontend Engineer,"Chicago, IL",130694,18,4.6,glassdoor,2024-12-13 00:52:04.461815
NVIDIA,Senior Product Manager,"New York, NY",184631,2,4.5,glassdoor,2024-09-18 00:52:04.461819
Salesforce,Full Stack Engineer,"Seattle, WA",173731,18,4.2,glassdoor,2025-04-04 00:52:04.461822
Adobe,Principal Software Engineer,"Denver, CO",223293,5,3.6,glassdoor,2025-02-22 00:52:04.461826
Apple,Principal Software Engineer,"Berlin, Germany",149682,19,4.5,glassdoor,2025-03-07 00:52:04.461829
Snowflake,Full Stack Engineer,"Berlin, Germany",100297,1,3.2,glassdoor,2025-07-08 00:52:04.461833
Salesforce,Software Engineer,"New York, NY",97112,4,3.9,glassdoor,2025-04-21 00:52:04.461836
OpenAI,Backend Engineer,"Austin, TX",114536,6,4.4,glassdoor,2025-04-08 00:52:04.461840
Stripe,Senior Data Scientist,"Chicago, IL",128390,11,5.0,glassdoor,2024-11-23 00:52:04.461843
Google,Mobile Engineer,"Chicago, IL",149260,4,4.7,glassdoor,2025-08-17 00:52:04.461847
Databricks,Senior Software Engineer,"San Francisco, CA",201427,17,4.6,glassdoor,2025-03-18 00:52:04.461850
Amazon,Senior Data Scientist,"San Francisco, CA",224135,7,3.9,glassdoor,2024-11-19 00:52:04.461854
OpenAI,ML Engineer,"Toronto, Canada",117113,12,3.8,glassdoor,2025-02-07 00:52:04.461857
Adobe,Product Manager,"Berlin, Germany",99999,5,3.9,glassdoor,2025-06-13 00:52:04.461861
Adobe,Security Engineer,"Los Angeles, CA",117796,13,3.3,glassdoor,2024-10-09 00:52:04.461864
Meta,Engineering Manager,"San Francisco, CA",353763,2,4.3,glassdoor,2025-07-06 00:52:04.461868
AMD,Full Stack Engineer,"Berlin, Germany",90176,13,4.9,glassdoor,2025-07-10 00:52:04.461871
Apple,Engineering Manager,"Berlin, Germany",207446,13,4.7,glassdoor,2024-09-26 00:52:04.461874
Oracle,Frontend Engineer,"London, UK",73335,5,3.9,glassdoor,2025-02-12 00:52:04.461878
Adobe,Backend Engineer,"Chicago, IL",120903,11,3.5,glassdoor,2025-02-12 00:52:04.461881
Oracle,Software Engineer,"London, UK",92358,15,4.7,glassdoor,2025-05-19 00:52:04.461884
NVIDIA,Mobile Engineer,"Boston, MA",101572,13,4.9,glassdoor,2024-11-26 00:52:04.461888
Databricks,Senior Software Engineer,"San Francisco, CA",241001,18,4.0,glassdoor,2025-03-13 00:52:04.461892
Amazon,Full Stack Engineer,"Toronto, Canada",136186,2,3.3,glassdoor,2024-12-22 00:52:04.461895
Cisco,Data Scientist,"Denver, CO",119938,16,3.2,glassdoor,2024-11-09 00:52:04.461899
Apple,Senior Product Manager,"Denver, CO",145966,20,4.5,glassdoor,2024-10-10 00:52:04.461902
Apple,Senior Data Scientist,"London, UK",136503,1,4.8,glassdoor,2024-12-18 00:52:04.461906
Cisco,Software Engineer,"Denver, CO",70267,14,4.0,glassdoor,2025-01-20 00:52:04.461909
Salesforce,ML Engineer,"Chicago, IL",76894,11,4.9,glassdoor,2025-04-20 00:52:04.461913
Stripe,Senior Engineering Manager,"San Francisco, CA",299126,19,4.5,glassdoor,2024-12-03 00:52:04.461916
Airbnb,Senior Software Engineer,"Berlin, Germany",95237,15,4.2,glassdoor,2024-11-28 00:52:04.461919
Microsoft,Senior Data Scientist,"Toronto, Canada",116890,19,3.1,glassdoor,2025-01-12 00:52:04.461923
Apple,Engineering Manager,Remote - US,149925,2,4.7,glassdoor,2025-04-28 00:52:04.461926
Airbnb,Engineering Manager,"London, UK",174502,8,3.6,glassdoor,2025-05-09 00:52:04.461930
Google,Principal Software Engineer,"London, UK",183463,5,4.8,glassdoor,2025-07-02 00:52:04.461934
Intel,Backend Engineer,"Los Angeles, CA",143467,5,3.5,glassdoor,2024-09-24 00:52:04.461938
Uber,Full Stack Engineer,"New York, NY",218084,16,4.7,glassdoor,2025-03-26 00:52:04.461941
Apple,Engineering Manager,"London, UK",185806,4,4.7,glassdoor,2025-02-18 00:52:04.461945
Cisco,Security Engineer,"Austin, TX",156652,14,4.5,glassdoor,2025-06-24 00:52:04.461948
Tesla,DevOps Engineer,"San Francisco, CA",242261,20,3.5,glassdoor,2025-07-20 00:52:04.461952
Microsoft,Senior Engineering Manager,"Denver, CO",136327,12,4.0,glassdoor,2025-01-17 00:52:04.461955
AMD,Senior Product Manager,"Chicago, IL",54012,12,3.9,glassdoor,2025-07-05 00:52:04.461959
Spotify,Frontend Engineer,"San Francisco, CA",236226,9,4.9,glassdoor,2025-01-31 00:52:04.461962
OpenAI,ML Engineer,Remote - US,85783,1,3.2,glassdoor,2024-12-19 00:52:04.461966
IBM,DevOps Engineer,"Chicago, IL",72459,19,4.8,glassdoor,2025-05-01 00:52:04.461969
Snowflake,Data Scientist,"Boston, MA",140928,3,3.5,glassdoor,2024-11-22 00:52:04.461973
OpenAI,Backend Engineer,"Berlin, Germany",112489,7,4.5,glassdoor,2024-11-20 00:52:04.461976
Cisco,Product Manager,Remote - US,151690,10,4.4,glassdoor,2025-06-17 00:52:04.461980
Snowflake,Software Engineer,"Berlin, Germany",70105,0,4.7,glassdoor,2025-09-11 00:52:04.461984
GitHub,Principal Software Engineer,Remote - US,243707,3,4.4,glassdoor,2025-03-22 00:52:04.461988
Uber,Senior Data Scientist,"Boston, MA",151720,6,3.1,glassdoor,2024-11-04 00:52:04.461991
Apple,Senior Software Engineer,"London, UK",182857,6,4.9,glassdoor,2024-10-26 00:52:04.461995
Amazon,Principal Software Engineer,"Seattle, WA",353438,19,3.3,glassdoor,2024-10-16 00:52:04.461998
Cisco,Senior Engineering Manager,"Seattle, WA",143325,5,3.5,glassdoor,2025-01-21 00:52:04.462002
Intel,Staff Software Engineer,"Berlin, Germany",111980,14,4.8,glassdoor,2025-04-29 00:52:04.462005
Cisco,Frontend Engineer,"Toronto, Canada",91714,10,3.5,glassdoor,2025-08-11 00:52:04.462009
Airbnb,Senior Software Engineer,"Chicago, IL",154605,12,3.7,glassdoor,2025-08-18 00:52:04.462012
Airbnb,Data Scientist,"New York, NY",140840,14,3.1,glassdoor,2025-06-07 00:52:04.462016
Oracle,Security Engineer,"New York, NY",148226,20,4.0,glassdoor,2025-07-06 00:52:04.462019
Adobe,Frontend Engineer,"Austin, TX",86646,19,4.3,glassdoor,2025-02-03 00:52:04.462023
NVIDIA,Data Scientist,"Seattle, WA",118528,1,3.1,glassdoor,2024-11-29 00:52:04.462026
AMD,Data Scientist,"Denver, CO",121209,0,4.8,glassdoor,2025-07-03 00:52:04.462030
IBM,Software Engineer,"San Francisco, CA",172584,12,3.5,glassdoor,2024-09-24 00:52:04.462034
Snowflake,Security Engineer,"London, UK",115052,0,4.0,glassdoor,2025-01-09 00:52:04.462038
Shopify,Frontend Engineer,"Chicago, IL",74077,2,4.1,glassdoor,2025-09-16 00:52:04.462041
OpenAI,Full Stack Engineer,"Seattle, WA",112611,18,4.1,glassdoor,2025-03-18 00:52:04.462045
Snowflake,Senior Data Scientist,"Chicago, IL",128320,1,4.3,glassdoor,2024-10-21 00:52:04.462048
Apple,DevOps Engineer,Remote - US,133638,10,3.2,glassdoor,2025-01-25 00:52:04.462052
Cisco,Senior Data Scientist,"Berlin, Germany",72203,6,3.4,glassdoor,2025-08-28 00:52:04.462055
OpenAI,Product Manager,"Boston, MA",119881,12,4.8,glassdoor,2024-10-30 00:52:04.462059
NVIDIA,DevOps Engineer,"Denver, CO",87083,2,4.8,glassdoor,2025-02-05 00:52:04.462062
AMD,Product Manager,"New York, NY",154386,1,3.4,glassdoor,2024-11-18 00:52:04.462065
Uber,Full Stack Engineer,"Chicago, IL",95022,2,4.6,glassdoor,2024-10-23 00:52:04.462069
Stripe,Full Stack Engineer,Remote - US,146316,14,4.9,glassdoor,2025-09-09 00:52:04.462072
Microsoft,ML Engineer,"San Francisco, CA",232687,10,4.6,glassdoor,2025-08-27 00:52:04.462076
OpenAI,Principal Software Engineer,"Austin, TX",134917,20,4.3,glassdoor,2025-01-26 00:52:04.462079
Intel,Engineering Manager,"Toronto, Canada",186064,18,3.5,glassdoor,2025-08-12 00:52:04.462083
Microsoft,Engineering Manager,"Denver, CO",229943,20,3.0,glassdoor,2024-11-05 00:52:04.462086
Microsoft,Senior Product Manager,"Toronto, Canada",161910,20,3.3,glassdoor,2025-06-21 00:52:04.462089
IBM,Senior Software Engineer,"Boston, MA",131642,3,3.9,glassdoor,2025-06-22 00:52:04.462093
Salesforce,Staff Software Engineer,"Seattle, WA",268057,3,4.0,glassdoor,2024-11-06 00:52:04.462096
Uber,Staff Software Engineer,"Austin, TX",199268,13,3.7,glassdoor,2024-10-05 00:52:04.462100
OpenAI,ML Engineer,"Seattle, WA",128342,18,4.1,glassdoor,2025-04-06 00:52:04.462103
VMware,Product Manager,"San Francisco, CA",165962,18,3.3,glassdoor,2025-08-16 00:52:04.462107
Amazon,Data Scientist,"New York, NY",236077,13,3.3,glassdoor,2025-03-12 00:52:04.462110
Adobe,Senior Engineering Manager,"Denver, CO",109055,7,4.9,glassdoor,2025-08-28 00:52:04.462114
Meta,Principal Software Engineer,"Berlin, Germany",202601,19,3.8,glassdoor,2025-06-29 00:52:04.462117
Google,Full Stack Engineer,"Seattle, WA",168963,0,3.0,glassdoor,2025-08-03 00:52:04.462120
NVIDIA,Senior Data Scientist,"Chicago, IL",93681,15,4.4,glassdoor,2025-06-04 00:52:04.462124
Meta,Data Scientist,Remote - US,134265,14,3.8,glassdoor,2025-06-20 00:52:04.462128
Oracle,Senior Software Engineer,"London, UK",153080,5,4.4,glassdoor,2024-11-08 00:52:04.462131
Apple,Senior Data Scientist,"Los Angeles, CA",113585,13,3.0,glassdoor,2025-05-20 00:52:04.462135
Tesla,Principal Software Engineer,Remote - US,234521,3,4.2,glassdoor,2024-12-15 00:52:04.462139
Spotify,Senior Product Manager,"Denver, CO",92482,20,4.3,glassdoor,2025-04-29 00:52:04.462142
Microsoft,Product Manager,"Seattle, WA",223464,4,4.4,glassdoor,2025-01-18 00:52:04.462146
Shopify,Senior Engineering Manager,"New York, NY",142280,1,3.1,glassdoor,2025-03-15 00:52:04.462149
Stripe,Product Manager,"Chicago, IL",188931,8,3.7,glassdoor,2025-01-28 00:52:04.462152
Microsoft,Principal Software Engineer,"Toronto, Canada",231295,1,4.8,glassdoor,2025-06-19 00:52:04.462156
Netflix,Software Engineer,"Denver, CO",142532,16,3.2,glassdoor,2025-05-20 00:52:04.462159
AMD,Backend Engineer,"London, UK",80960,18,3.7,glassdoor,2025-06-08 00:52:04.462163
AMD,ML Engineer,"Austin, TX",154335,3,3.7,glassdoor,2025-07-29 00:52:04.462166
Uber,Frontend Engineer,"Austin, TX",98817,12,4.8,glassdoor,2025-08-11 00:52:04.462171
Shopify,Full Stack Engineer,"San Francisco, CA",172038,13,3.3,glassdoor,2024-11-09 00:52:04.462174
Atlassian,Senior Engineering Manager,"Chicago, IL",121689,11,3.3,glassdoor,2025-06-10 00:52:04.462178
IBM,DevOps Engineer,"Boston, MA",116938,6,3.7,glassdoor,2025-09-01 00:52:04.462182
NVIDIA,Senior Software Engineer,"Boston, MA",121330,4,3.2,glassdoor,2025-01-22 00:52:04.462185
Atlassian,Frontend Engineer,"New York, NY",147274,10,3.4,glassdoor,2025-04-19 00:52:04.462189
Oracle,Senior Engineering Manager,"Berlin, Germany",76262,19,4.8,glassdoor,2024-11-26 00:52:04.462192
Adobe,Senior Product Manager,"Seattle, WA",136272,13,4.7,glassdoor,2025-01-10 00:52:04.462196
Tesla,Full Stack Engineer,"Denver, CO",161024,8,3.0,glassdoor,2025-02-10 00:52:04.462199
AMD,Senior Product Manager,"Austin, TX",155747,10,3.9,glassdoor,2025-05-27 00:52:04.462203
Salesforce,Engineering Manager,"London, UK",136740,0,3.8,glassdoor,2025-08-26 00:52:04.462206
Microsoft,Full Stack Engineer,"Toronto, Canada",105856,16,3.1,glassdoor,2024-12-20 00:52:04.462210
OpenAI,Full Stack Engineer,"Toronto, Canada",106093,3,3.9,glassdoor,2025-05-17 00:52:04.462213
Apple,Software Engineer,"Toronto, Canada",191008,13,4.9,glassdoor,2025-07-12 00:52:04.462217
Databricks,Senior Data Scientist,"Austin, TX",90640,20,5.0,glassdoor,2025-09-09 00:52:04.462220
Shopify,Senior Data Scientist,"New York, NY",200766,14,4.7,glassdoor,2024-11-23 00:52:04.462223
Google,Backend Engineer,"Denver, CO",201933,4,4.7,glassdoor,2025-02-22 00:52:04.462227
Netflix,DevOps Engineer,"Berlin, Germany",100844,14,4.4,glassdoor,2025-09-17 00:52:04.462230
IBM,Staff Software Engineer,"Chicago, IL",180435,10,4.1,glassdoor,2025-04-19 00:52:04.462234
GitHub,Data Scientist,"Toronto, Canada",155104,19,4.1,glassdoor,2025-06-03 00:52:04.462237
VMware,Staff Software Engineer,"London, UK",134744,10,4.5,glassdoor,2025-08-20 00:52:04.462241
Spotify,DevOps Engineer,"San Francisco, CA",155403,3,3.8,glassdoor,2025-01-22 00:52:04.462244
Oracle,Senior Software Engineer,"Los Angeles, CA",111341,11,3.4,glassdoor,2024-12-05 00:52:04.462248
NVIDIA,Staff Software Engineer,Remote - US,142034,6,3.3,glassdoor,2025-03-30 00:52:04.462251
Uber,Principal Software Engineer,"Berlin, Germany",144722,15,4.5,glassdoor,2024-11-24 00:52:04.462255
NVIDIA,Product Manager,"Toronto, Canada",81562,7,3.6,glassdoor,2025-05-04 00:52:04.462258
Spotify,Frontend Engineer,"Boston, MA",108736,1,3.1,glassdoor,2025-03-25 00:52:04.462262
Atlassian,Full Stack Engineer,Remote - US,100505,16,4.7,glassdoor,2025-01-20 00:52:04.462265
NVIDIA,Senior Data Scientist,"Denver, CO",113049,19,3.7,glassdoor,2024-10-08 00:52:04.462269
NVIDIA,Staff Software Engineer,"Austin, TX",111588,14,3.2,glassdoor,2025-03-01 00:52:04.462273
Netflix,Senior Data Scientist,"Seattle, WA",224536,3,3.3,glassdoor,2025-07-22 00:52:04.462276
NVIDIA,Engineering Manager,"Denver, CO",199506,4,4.7,glassdoor,2024-12-25 00:52:04.462280
IBM,Software Engineer,"Boston, MA",54112,13,4.9,glassdoor,2024-12-14 00:52:04.462283
Meta,Full Stack Engineer,"Los Angeles, CA",168315,13,3.9,glassdoor,2024-10-22 00:52:04.462287
