"work_year","experience_level","employment_type","job_title","salary","salary_currency","salary_in_usd","employee_residence","remote_ratio","company_location","company_size"
2023,"SE","FT","Data Engineer",174350,"USD",174350,"US",0,"US","M"
2023,"SE","FT","Machine Learning Engineer",207700,"USD",207700,"CA",0,"CA","M"
2024,"SE","FT","Data Scientist",152000,"USD",152000,"US",100,"US","M"
2022,"SE","FT","Analytics Engineer",110000,"USD",110000,"US",100,"US","M"
2024,"MI","FT","Applied Scientist",136000,"USD",136000,"US",0,"US","L"
2022,"MI","FT","Data Analyst",136000,"USD",136000,"US",100,"US","M"
2023,"SE","FT","Data Analyst",105000,"USD",105000,"US",0,"US","M"
2022,"SE","FT","Machine Learning Engineer",110000,"EUR",115573,"FR",100,"FR","M"
2023,"MI","FT","Machine Learning Engineer",116800,"USD",116800,"US",0,"US","M"
2024,"MI","FT","Applied Scientist",222200,"USD",222200,"US",0,"US","L"
2023,"SE","FT","Machine Learning Engineer",193600,"USD",193600,"US",0,"US","M"
2022,"SE","FT","Data Engineer",180000,"USD",180000,"US",100,"US","M"
2022,"SE","FT","Data Engineer",191200,"USD",191200,"US",0,"US","M"
2024,"MI","FT","Data Scientist",188500,"USD",188500,"US",0,"US","M"
2024,"SE","FT","Data Analyst",150000,"USD",150000,"US",0,"US","M"
2023,"SE","FT","Data Analyst",130000,"USD",130000,"US",100,"US","M"
2024,"SE","FT","Machine Learning Engineer",324000,"USD",324000,"US",0,"US","M"
2023,"SE","FT","Data Scientist",84000,"USD",84000,"US",100,"US","M"
2023,"EN","FT","Data Analyst",105000,"USD",105000,"US",0,"US","M"
2023,"SE","FT","Business Intelligence Engineer",125000,"USD",125000,"US",100,"US","M"
2023,"MI","FT","Data Operations Specialist",65000,"USD",65000,"US",0,"US","M"
2023,"MI","FT","Research Scientist",220000,"USD",220000,"US",100,"US","M"
2022,"SE","FT","Applied Scientist",212800,"USD",212800,"US",100,"US","M"
2024,"SE","FT","Machine Learning Engineer",310000,"USD",310000,"US",0,"US","M"
2023,"SE","FT","Machine Learning Engineer",132600,"USD",132600,"US",0,"US","M"
2023,"SE","FT","Business Intelligence Engineer",79600,"USD",79600,"US",0,"US","L"
2023,"EN","FT","Data Analyst",75065,"USD",75065,"US",100,"US","M"
2022,"SE","FT","Data Engineer",168400,"USD",168400,"US",0,"US","M"
2024,"EN","FT","Data Analyst",109700,"USD",109700,"US",0,"US","M"
2023,"MI","FT","Data Scientist",94400,"USD",94400,"US",100,"US","M"
2024,"SE","FT","Data Scientist",58800,"EUR",65333,"LT",0,"LT","M"
2024,"EN","FT","Research Analyst",58400,"USD",58400,"US",0,"US","M"
2024,"MI","FT","Data Science Manager",110000,"USD",110000,"US",0,"US","M"
2023,"SE","FT","Data Scientist",114080,"USD",114080,"US",0,"US","M"
2024,"MI","FT","Data Infrastructure Engineer",385000,"USD",385000,"US",0,"US","M"
2023,"SE","FT","Machine Learning Engineer",241000,"USD",241000,"US",0,"US","M"
2024,"SE","FT","Data Analyst",164000,"USD",164000,"US",0,"US","M"
2024,"SE","FT","Research Engineer",54395,"GBP",67993,"ZA",0,"ZA","M"
2023,"SE","FT","Decision Scientist",142200,"USD",142200,"US",0,"US","M"
2022,"MI","FT","Data Scientist",58000,"EUR",60938,"DE",100,"DE","S"
2023,"SE","FT","Data Scientist",185900,"USD",185900,"US",0,"US","M"
2023,"EX","FT","Director of Data Science",336400,"USD",336400,"US",0,"US","M"
2023,"SE","FT","Data Engineer",146000,"USD",146000,"US",0,"US","M"
2023,"SE","FT","Data Manager",169000,"USD",169000,"US",0,"US","M"
2024,"SE","FT","Data Engineer",123700,"USD",123700,"US",0,"US","L"
2023,"SE","FT","Research Engineer",308000,"USD",308000,"US",0,"US","M"
2023,"SE","FT","Computer Vision Engineer",210000,"USD",210000,"GB",0,"GB","M"
2022,"SE","FT","Data Scientist",129300,"USD",129300,"US",0,"US","M"
2022,"MI","FT","Data Science Manager",159000,"USD",159000,"US",100,"US","M"
2024,"EN","FT","Data Analyst",100000,"USD",100000,"US",0,"US","M"
2023,"EN","FT","Data Engineer",135000,"USD",135000,"US",0,"US","M"
2024,"SE","FT","Data Engineer",145000,"USD",145000,"US",0,"US","M"
2023,"MI","FT","Machine Learning Engineer",200000,"USD",200000,"GB",0,"GB","M"
2022,"SE","FT","Data Analyst",169000,"USD",169000,"US",0,"US","M"
2023,"MI","FT","Data Scientist",105000,"USD",105000,"US",0,"US","M"
2023,"MI","FT","Data Engineer",95000,"USD",95000,"ES",100,"ES","M"
2024,"MI","FT","Data Engineer",205600,"USD",205600,"US",0,"US","L"
2023,"SE","FT","Applied Scientist",192000,"USD",192000,"US",100,"US","M"
2022,"SE","FT","Data Engineer",110000,"USD",110000,"US",100,"US","M"
2023,"SE","FT","Machine Learning Engineer",123800,"USD",123800,"US",100,"US","M"
2023,"MI","FT","Data Specialist",85000,"USD",85000,"US",0,"US","M"
2023,"SE","FT","Data Analyst",153600,"USD",153600,"US",100,"US","M"
2023,"SE","FT","Data Architect",110000,"USD",110000,"US",100,"US","M"
2021,"MI","FT","Data Analyst",135000,"USD",135000,"US",100,"US","L"
2023,"SE","FT","Machine Learning Engineer",247500,"USD",247500,"US",0,"US","M"
2024,"EN","FT","Data Analyst",120000,"USD",120000,"US",0,"US","M"
2022,"SE","FT","Data Analyst",164000,"USD",164000,"US",0,"US","M"
2023,"SE","FT","Machine Learning Engineer",166600,"USD",166600,"US",0,"US","M"
2023,"SE","FT","Data Scientist",184700,"USD",184700,"US",0,"US","M"
2023,"SE","FT","Applied Scientist",350000,"USD",350000,"US",0,"US","L"
2023,"SE","FT","Data Manager",48000,"USD",48000,"CO",0,"CO","M"
2024,"SE","FT","Data Scientist",96750,"USD",96750,"US",0,"US","M"
2024,"SE","FT","Data Engineer",95325,"USD",95325,"US",0,"US","M"
2023,"SE","FT","Data Scientist",110000,"USD",110000,"US",100,"US","M"
2023,"MI","FT","Applied Scientist",136000,"USD",136000,"US",0,"US","L"
2024,"SE","FT","BI Analyst",130000,"USD",130000,"US",0,"US","M"
2024,"MI","FT","Business Intelligence Engineer",185000,"USD",185000,"US",0,"US","L"
2023,"MI","FT","Data Engineer",106500,"USD",106500,"US",0,"US","M"
2024,"SE","FT","Data Analyst",140000,"USD",140000,"US",0,"US","M"
2023,"MI","FT","Data Analyst",75000,"USD",75000,"US",0,"US","M"
2023,"SE","FT","Machine Learning Engineer",200000,"USD",200000,"US",100,"US","M"
2023,"SE","FT","ML Engineer",145000,"USD",145000,"US",100,"US","M"
2023,"EN","FT","Data Scientist",73100,"USD",73100,"US",100,"US","M"
2024,"SE","FT","Data Science",140000,"USD",140000,"US",0,"US","M"
2024,"MI","FT","Data Specialist",112500,"USD",112500,"US",100,"US","M"
2023,"SE","FT","Machine Learning Engineer",296400,"USD",296400,"US",0,"US","M"
2024,"SE","FT","Data Scientist",226500,"USD",226500,"US",100,"US","M"
2024,"SE","FT","Business Intelligence Developer",144138,"USD",144138,"US",0,"US","M"
2022,"MI","FT","Data Engineer",80000,"USD",80000,"US",0,"US","M"
2023,"SE","FT","Data Engineer",225000,"USD",225000,"US",0,"US","M"
2023,"SE","FT","Data Scientist",156560,"USD",156560,"US",0,"US","M"
2023,"EN","FT","Data Analyst",25000,"EUR",26992,"GR",100,"GB","S"
2023,"SE","FT","Machine Learning Engineer",125000,"USD",125000,"US",0,"US","M"
2023,"SE","FT","Machine Learning Engineer",225000,"USD",225000,"FR",0,"FR","M"
2023,"MI","FT","Data Visualization Specialist",90300,"USD",90300,"US",0,"US","M"
2023,"SE","FT","Data Manager",130000,"USD",130000,"US",0,"US","M"
2023,"SE","FT","ML Engineer",270000,"USD",270000,"US",100,"US","M"
2024,"SE","FT","Machine Learning Engineer",414000,"USD",414000,"US",0,"US","M"
2023,"SE","FT","AI Engineer",142352,"USD",142352,"US",0,"US","M"
2022,"SE","FT","Machine Learning Engineer",248700,"USD",248700,"US",0,"US","M"
2023,"EN","FT","Business Intelligence Analyst",85000,"USD",85000,"US",0,"US","M"
2024,"SE","FT","Data Scientist",155000,"USD",155000,"US",100,"US","M"
2023,"MI","FT","Data Analyst",60000,"USD",60000,"US",100,"US","M"
2023,"MI","FT","Data Analyst",105000,"USD",105000,"US",0,"US","M"
2023,"SE","FT","Business Intelligence Engineer",202800,"USD",202800,"US",0,"US","L"
2024,"SE","FT","Prompt Engineer",140000,"USD",140000,"US",0,"US","M"
2024,"SE","FT","Data Scientist",168000,"USD",168000,"US",0,"US","M"
2023,"SE","FT","Data Engineer",125000,"USD",125000,"US",0,"US","M"
2024,"MI","FT","Data Scientist",68400,"USD",68400,"US",0,"US","M"
2023,"SE","FT","Machine Learning Engineer",200000,"USD",200000,"US",0,"US","M"
2024,"MI","FT","Data Engineer",80000,"USD",80000,"US",0,"US","M"
2022,"SE","FT","Applied Scientist",184000,"USD",184000,"US",100,"US","M"
2023,"MI","FT","Data Engineer",128000,"USD",128000,"US",0,"US","M"
2023,"SE","FT","Data Scientist",114080,"USD",114080,"US",0,"US","M"
2022,"SE","FT","Data Analyst",70000,"USD",70000,"US",0,"US","M"
2023,"MI","FT","Data Analyst",166000,"USD",166000,"US",0,"US","M"
2022,"SE","CT","Data Analyst",90000,"USD",90000,"US",100,"US","M"
2023,"SE","FT","Data Scientist",130000,"USD",130000,"US",0,"US","M"
2024,"SE","FT","Data Engineer",55000,"GBP",68750,"GB",0,"GB","M"
2023,"SE","FT","Data Science",245000,"USD",245000,"US",0,"US","M"
2023,"MI","FT","Data Analyst",100000,"USD",100000,"US",0,"US","M"
2022,"MI","FT","Data Analyst",100000,"USD",100000,"US",0,"US","M"
2023,"SE","FT","Data Analyst",137500,"USD",137500,"US",0,"US","M"
2022,"EX","FT","Analytics Engineer",210000,"USD",210000,"US",100,"US","M"
2023,"SE","FT","Data Engineer",80000,"USD",80000,"US",0,"US","M"
2024,"MI","FT","Data Scientist",120000,"USD",120000,"US",0,"US","M"
2024,"EN","FT","Data Science Analyst",64000,"USD",64000,"US",0,"US","M"
2024,"EX","FT","Director of Data Science",225000,"USD",225000,"US",0,"US","M"
2023,"SE","FT","Data Analyst",138860,"USD",138860,"US",0,"US","M"
2022,"SE","FT","Data Engineer",63000,"USD",63000,"US",100,"US","M"
2021,"SE","FT","Data Scientist",4000000,"INR",54094,"IN",100,"IN","L"
2023,"MI","FT","Data Engineer",162500,"USD",162500,"US",0,"US","M"
2024,"SE","FT","Data Modeler",74300,"USD",74300,"US",0,"US","M"
2021,"MI","FT","Data Scientist",21600,"EUR",25532,"RS",100,"DE","S"
2023,"SE","FT","Machine Learning Engineer",190000,"USD",190000,"US",100,"US","M"
2024,"SE","FT","Analytics Engineer",136000,"USD",136000,"US",100,"US","M"
2023,"SE","FT","Machine Learning Infrastructure Engineer",235000,"USD",235000,"US",100,"US","M"
2023,"SE","FT","Data Engineer",205600,"USD",205600,"US",0,"US","L"
2024,"MI","FT","Data Engineer",270250,"USD",270250,"US",0,"US","M"
2022,"SE","FT","Data Scientist",141525,"USD",141525,"US",100,"US","M"
2024,"MI","FT","Research Engineer",245000,"USD",245000,"US",0,"US","M"
2023,"SE","FT","Data Engineer",167500,"USD",167500,"US",0,"US","M"
2024,"SE","FT","Computational Biologist",174000,"USD",174000,"US",0,"US","M"
2024,"SE","FT","Data Analyst",115000,"USD",115000,"US",0,"US","M"
2024,"SE","FT","Analytics Engineer",136675,"USD",136675,"US",100,"US","M"
2024,"MI","FT","Research Scientist",295000,"USD",295000,"US",0,"US","M"
2023,"SE","FT","Data Engineer",163625,"USD",163625,"US",100,"US","M"
2024,"SE","FT","Data Engineer",146266,"USD",146266,"US",0,"US","M"
2023,"SE","FT","Applied Scientist",220000,"USD",220000,"US",100,"US","M"
2024,"SE","FT","Machine Learning Engineer",146900,"USD",146900,"US",0,"US","M"
2023,"MI","FT","AWS Data Architect",258000,"USD",258000,"US",100,"US","L"
2022,"SE","FT","Data Engineer",229998,"USD",229998,"US",0,"US","L"
2023,"SE","FT","Data Architect",125600,"USD",125600,"US",0,"US","M"
2023,"EN","FT","BI Data Engineer",60000,"USD",60000,"US",100,"US","M"
2023,"SE","FT","Data Scientist",118000,"USD",118000,"US",100,"US","M"
2023,"SE","FT","Data Engineer",40800,"EUR",44051,"EE",0,"EE","M"
2023,"SE","FT","Data Engineer",200000,"PLN",46565,"PL",100,"PL","L"
2023,"SE","FT","Data Engineer",155000,"USD",155000,"US",0,"US","M"
2023,"SE","FT","Analytics Engineer",160000,"USD",160000,"US",100,"US","M"
2024,"EX","FT","Business Intelligence",155000,"USD",155000,"CA",0,"CA","M"
2022,"SE","FT","Data Engineer",130000,"USD",130000,"US",0,"US","M"
2024,"EN","FT","Data Management Analyst",80000,"USD",80000,"US",100,"US","M"
2024,"MI","FT","Analytics Engineer",75000,"USD",75000,"US",100,"US","M"
2024,"MI","FT","Data Scientist",135000,"USD",135000,"US",0,"US","M"
2024,"SE","FT","Data Engineer",49500,"GBP",61875,"GB",0,"GB","M"
2024,"EN","FT","Data Analyst",85500,"USD",85500,"US",100,"US","M"
2023,"SE","FT","Data Science Practitioner",198800,"USD",198800,"US",0,"US","M"
2023,"MI","FT","Data Engineer",99000,"USD",99000,"US",0,"US","M"
2023,"SE","FT","Data Science",70000,"USD",70000,"US",0,"US","M"
2023,"SE","FT","Data Scientist",224250,"USD",224250,"US",0,"US","M"
2023,"SE","FT","Data Engineer",78000,"USD",78000,"US",0,"US","M"
2024,"SE","FT","Data Scientist",195000,"USD",195000,"US",0,"US","M"
2023,"MI","FT","Data Quality Analyst",65000,"USD",65000,"US",100,"US","M"
2023,"SE","FT","Data Scientist",210000,"USD",210000,"US",100,"US","M"
2023,"SE","FT","Data Scientist",160000,"USD",160000,"US",100,"US","M"
2023,"SE","FT","Machine Learning Engineer",176000,"USD",176000,"US",0,"US","M"
2023,"SE","FT","Data Analyst",145000,"USD",145000,"US",0,"US","M"
2023,"SE","FT","Data Engineer",226700,"USD",226700,"US",0,"US","M"
2022,"MI","FT","Data Analyst",100000,"USD",100000,"US",0,"US","M"
2023,"MI","FT","Data Analytics Manager",177000,"USD",177000,"US",0,"US","M"
2023,"SE","FT","Research Engineer",130000,"USD",130000,"US",0,"US","M"
2023,"SE","FT","Data Engineer",136994,"USD",136994,"US",100,"US","M"
2024,"SE","FT","Machine Learning Engineer",125000,"USD",125000,"US",0,"US","M"
2023,"SE","FT","Machine Learning Scientist",108308,"USD",108308,"US",100,"US","M"
2023,"SE","FT","Data Scientist",109000,"USD",109000,"US",0,"US","M"
2023,"SE","FT","Machine Learning Scientist",165000,"USD",165000,"US",100,"US","M"
2023,"SE","FT","Research Engineer",266450,"USD",266450,"US",0,"US","M"
2024,"MI","FT","Data Scientist",73100,"USD",73100,"US",0,"US","M"
2024,"SE","FT","Machine Learning Engineer",240200,"USD",240200,"GB",100,"GB","M"
2023,"SE","FT","Applied Scientist",136000,"USD",136000,"US",0,"US","L"
2023,"SE","FT","Data Scientist",208500,"USD",208500,"US",0,"US","M"
2023,"SE","FT","Data Scientist",156400,"USD",156400,"US",0,"US","M"
2023,"SE","FT","Data Analyst",90000,"USD",90000,"US",100,"US","M"
2022,"MI","FT","Data Engineer",80000,"EUR",84053,"GR",100,"GR","M"
2023,"SE","FT","Decision Scientist",182500,"USD",182500,"US",100,"US","M"
2022,"MI","FT","Machine Learning Engineer",80000,"EUR",84053,"FR",100,"DE","M"
2024,"EX","FT","Data Engineer",268500,"USD",268500,"CA",0,"CA","M"
2023,"SE","FT","Data Engineer",172800,"USD",172800,"US",0,"US","M"
2023,"SE","FT","Data Engineer",176000,"USD",176000,"US",0,"US","M"
2022,"SE","FT","Data Engineer",167500,"USD",167500,"US",0,"US","M"
2023,"SE","FT","Machine Learning Engineer",297300,"USD",297300,"US",100,"US","M"
2022,"SE","FT","Data Engineer",129300,"USD",129300,"US",0,"US","M"
2023,"MI","FT","Data Analyst",55000,"GBP",67672,"GB",0,"GB","M"
2024,"SE","FT","Data Analyst",164000,"USD",164000,"US",0,"US","M"
2023,"MI","FT","Data Analyst",65000,"USD",65000,"US",100,"US","M"
2024,"SE","FT","Data Scientist",187000,"USD",187000,"US",0,"US","M"
2023,"EN","FT","Data Engineer",85000,"USD",85000,"US",0,"US","M"
2023,"SE","FT","Research Scientist",204500,"USD",204500,"US",0,"US","M"
2023,"SE","FT","AI Engineer",95325,"USD",95325,"US",0,"US","M"
2023,"SE","FT","Data Analyst",186600,"USD",186600,"US",100,"US","M"
2023,"SE","FT","Business Intelligence Engineer",79600,"USD",79600,"US",0,"US","L"
2022,"MI","FT","Data Analyst",58000,"USD",58000,"US",0,"US","S"
2022,"SE","FT","Data Scientist",141525,"USD",141525,"US",100,"US","M"
2024,"SE","FT","AI Engineer",140000,"USD",140000,"US",100,"US","M"
2023,"SE","FT","Data Engineer",129000,"USD",129000,"US",0,"US","M"
2023,"SE","FT","Data Engineer",145000,"USD",145000,"US",100,"US","M"
2024,"SE","FT","Analytics Engineer",53000,"GBP",66250,"GB",0,"GB","M"
2022,"EN","FT","Data Engineer",65000,"USD",65000,"US",0,"US","M"
2023,"MI","FT","Data Scientist",90000,"USD",90000,"US",0,"US","M"
2023,"SE","FT","Data Scientist",130000,"USD",130000,"US",0,"US","M"
2024,"MI","FT","Applied Scientist",250000,"USD",250000,"US",0,"US","M"
2021,"MI","CT","ML Engineer",270000,"USD",270000,"US",100,"US","L"
2024,"SE","FT","Machine Learning Engineer",119786,"USD",119786,"CA",100,"CA","M"
2023,"EN","FT","Data Analyst",83000,"USD",83000,"US",0,"US","M"
2024,"SE","FT","Data Engineer",195000,"USD",195000,"US",100,"US","M"
2023,"EX","FT","Data Manager",70000,"USD",70000,"US",0,"US","M"
2023,"MI","FT","Data Scientist",90000,"USD",90000,"US",100,"US","M"
2023,"SE","FT","Machine Learning Engineer",200000,"USD",200000,"US",0,"US","M"
2023,"EN","FT","Research Scientist",150000,"USD",150000,"US",0,"US","M"
2023,"SE","FT","Data Engineer",60000,"USD",60000,"BR",100,"BR","M"
2023,"SE","FT","Data Engineer",245000,"USD",245000,"US",100,"US","M"
2022,"MI","FT","Data Manager",98000,"USD",98000,"US",0,"US","M"
2023,"SE","FT","Data Engineer",115000,"USD",115000,"US",0,"US","M"
2024,"MI","FT","Data Scientist",73100,"USD",73100,"US",0,"US","M"
2024,"MI","FT","Data Engineer",60000,"EUR",66666,"DE",0,"DE","L"
2022,"EN","FT","Computer Vision Engineer",125000,"USD",125000,"US",0,"US","M"
2023,"EN","FT","Data Science Engineer",95000,"CHF",104024,"CH",50,"CH","S"
2023,"MI","FT","Data Engineer",57700,"USD",57700,"US",0,"US","M"
2024,"SE","FT","Data Scientist",135000,"USD",135000,"US",100,"US","M"
2023,"SE","FT","Data Scientist",73100,"USD",73100,"US",0,"US","M"
2023,"SE","FT","Machine Learning Infrastructure Engineer",221000,"USD",221000,"US",0,"US","M"
2022,"SE","FT","Data Engineer",188100,"USD",188100,"US",0,"US","M"
2023,"MI","FT","Data Scientist",115360,"USD",115360,"US",100,"US","M"
2023,"EN","FT","Data Analyst",55000,"GBP",67672,"GB",0,"GB","M"
2023,"SE","FT","Data Analyst",192500,"USD",192500,"US",100,"US","M"
2024,"EN","FT","Data Analyst",71000,"USD",71000,"US",0,"US","M"
2023,"SE","FT","Business Intelligence Engineer",110200,"USD",110200,"US",100,"US","M"
2024,"SE","FT","Research Scientist",303050,"USD",303050,"US",0,"US","M"
2023,"MI","FT","Data Manager",63000,"USD",63000,"US",0,"US","L"
2023,"SE","FT","Data Engineer",123000,"USD",123000,"US",0,"US","M"
2021,"MI","FT","Data Scientist",52000,"EUR",61467,"DE",50,"AT","M"
2023,"SE","FT","Business Intelligence Engineer",155000,"USD",155000,"US",100,"US","M"
2023,"SE","FT","Data Engineer",145000,"USD",145000,"CA",100,"CA","M"
2023,"SE","FT","Data Manager",145000,"USD",145000,"US",0,"US","M"
2023,"SE","FT","Analytics Engineer",221300,"USD",221300,"US",100,"US","M"
2024,"MI","FT","Data Engineer",58300,"USD",58300,"US",0,"US","M"
2022,"SE","FT","Data Architect",235000,"USD",235000,"US",100,"US","M"
2023,"SE","FT","Data Engineer",132300,"USD",132300,"US",0,"US","M"
2024,"MI","FT","Data Integration Engineer",100000,"USD",100000,"US",0,"US","M"
2024,"MI","FT","Machine Learning Engineer",84000,"EUR",93333,"DE",100,"DE","M"
2023,"MI","FT","Data Manager",115500,"USD",115500,"US",0,"US","M"
2024,"SE","FT","Machine Learning Engineer",210000,"USD",210000,"US",0,"US","M"
2023,"SE","FT","Data Scientist",161000,"USD",161000,"US",0,"US","M"
2022,"SE","FT","Business Data Analyst",100000,"USD",100000,"US",100,"US","L"
2024,"EN","FT","Data Analyst",120000,"USD",120000,"US",100,"US","M"
2023,"SE","FT","Data Engineer",133300,"USD",133300,"US",0,"US","M"
2024,"SE","FT","Machine Learning Engineer",142000,"USD",142000,"US",0,"US","M"
2024,"SE","FT","Data Engineer",316900,"USD",316900,"US",0,"US","M"
2024,"EN","FT","Data Science",132000,"USD",132000,"US",0,"US","M"
2022,"MI","FT","Data Analytics Manager",155000,"USD",155000,"US",0,"US","M"
2024,"SE","FT","Data Scientist",84500,"USD",84500,"US",0,"US","M"
2023,"SE","FT","Data Scientist",181500,"USD",181500,"US",0,"US","M"
2023,"MI","FT","Data Analyst",150000,"USD",150000,"US",0,"US","M"
2024,"SE","FT","Data Engineer",150000,"USD",150000,"US",100,"US","M"
2023,"SE","FT","Business Intelligence Engineer",79600,"USD",79600,"US",0,"US","L"
2023,"SE","FT","Data Manager",120000,"USD",120000,"US",0,"US","M"
2024,"EN","FT","Data Analyst",57300,"USD",57300,"US",0,"US","M"
2023,"SE","FT","Data Engineer",175000,"USD",175000,"US",0,"US","M"
2023,"SE","FT","Data Scientist",105000,"USD",105000,"US",0,"US","M"
2023,"SE","FT","Data Scientist",223800,"USD",223800,"US",0,"US","M"
2020,"MI","FT","Data Scientist",3000000,"INR",40481,"IN",0,"IN","L"
2023,"MI","FT","Data Scientist",70000,"GBP",86128,"GB",0,"GB","M"
2023,"EN","FT","Data Engineer",38000,"EUR",41027,"ES",100,"ES","L"
